,Date,Month,Year,Genre,Hours_watched,Hours_streamed,Peak_viewers,Peak_channels,Streamers,Avg_viewers,Avg_channels,Avg_viewer_ratio,freq
602,8-2018,8,2018,Fighting,16134410,282455,1078518,1291,54546,21709,375,1370.54,11
603,8-2018,8,2018,Sport,11367225,605653,1258232,2931,128275,15297,813,2030.62,4
604,8-2018,8,2018,Platform,7435867,295609,149456,1002,51688,10003,395,295.43,9
605,8-2018,8,2018,Pinball,1608037,36293,40680,175,3468,2164,48,44.31,1
606,8-2018,8,2018,Real Time Strategy (RTS),4561184,80287,160730,250,10125,6135,105,384.49,6
607,8-2018,8,2018,Music,1362392,157369,19977,390,34309,1833,211,22.9,2
608,8-2018,8,2018,Puzzle,2920850,106156,92328,405,15428,3927,140,903.2,7
609,8-2018,8,2018,Racing,1865272,106889,88200,547,15688,2508,142,162.69,5
610,8-2018,8,2018,Point-and-click,796727,51508,26757,356,9902,1071,68,49.24,2
611,8-2018,8,2018,nan,300973,12090,25484,101,2664,405,16,24.89,1
612,9-2018,9,2018,Shooter,288510936,13257612,3233648,49911,1797742,401246,18419,1272.6200000000003,39
613,9-2018,9,2018,Role-playing (RPG),201144297,10390315,1834853,33504,1173207,279731,14430,2354.71,48
614,9-2018,9,2018,Strategy,180870865,8781933,1143956,24464,1051773,251553,12207,637.5700000000002,13
615,9-2018,9,2018,MOBA,81652322,1640444,449101,3422,156365,113562,2280,125.03,3
616,9-2018,9,2018,Hack and slash/Beat 'em up,13347256,522473,233622,4397,80264,18563,726,25.55,1
617,9-2018,9,2018,Adventure,20007037,806102,400185,6694,118320,27823,1119,262.35,5
618,9-2018,9,2018,Simulator,28575282,1430292,381804,6080,194751,39734,1979,516.02,20
619,9-2018,9,2018,Sport,18895595,653761,236908,4274,144340,26277,907,234.41,6
620,9-2018,9,2018,Card & Board Game,3686092,9643,43806,83,1050,5126,13,382.26,1
621,9-2018,9,2018,Fighting,11827320,311444,245544,1963,56000,16443,426,757.79,12
622,9-2018,9,2018,Indie,2487062,197357,49704,529,33534,3458,273,282.55,3
623,9-2018,9,2018,Platform,4980200,222775,79155,898,40459,6923,306,269.64,9
624,9-2018,9,2018,Racing,2501867,107953,132955,829,20373,3478,149,130.37,4
625,9-2018,9,2018,Arcade,923392,25461,36376,468,6885,1284,35,36.27,1
626,9-2018,9,2018,Music,1154296,145370,18653,395,32414,1605,202,19.35,2
627,9-2018,9,2018,Pinball,1341611,32159,78858,308,4967,1865,44,90.02000000000001,2
628,9-2018,9,2018,Puzzle,2327136,84118,51907,385,10166,3235,115,180.26,5
629,9-2018,9,2018,Real Time Strategy (RTS),3349279,82914,104018,262,9465,4655,113,270.49,6
630,9-2018,9,2018,Point-and-click,2027658,54589,92193,366,9489,2818,74,601.38,5
631,9-2018,9,2018,nan,259671,4441,28513,30,694,361,6,58.47,1
632,10-2018,10,2018,Shooter,289029495,13558049,2629516,62119,1912262,388982,18230,1056.4399999999998,40
633,10-2018,10,2018,Role-playing (RPG),175993977,9009766,1456755,29936,1060818,236847,12103,1494.6799999999998,41
634,10-2018,10,2018,Strategy,195804054,8018287,1085689,24891,962808,263526,10786,694.69,11
635,10-2018,10,2018,MOBA,113843650,1758962,961782,3718,164830,153221,2366,103.74,2
636,10-2018,10,2018,Card & Board Game,20358579,58646,164066,431,6311,27399,78,542.9100000000001,2
637,10-2018,10,2018,Sport,25003356,724254,223920,2662,133677,33650,973,252.42000000000002,4
638,10-2018,10,2018,Simulator,26170073,1232972,337906,3842,160910,35214,1652,415.58,15
639,10-2018,10,2018,Fighting,14589867,308396,386997,1578,52249,19631,410,635.09,10
640,10-2018,10,2018,Real Time Strategy (RTS),5203218,101499,94935,333,11110,7000,134,341.81,6
641,10-2018,10,2018,Platform,6669420,218596,272708,963,38217,8970,289,897.5399999999998,11
642,10-2018,10,2018,Puzzle,7680741,153323,286490,1155,24037,10331,199,1033.38,12
643,10-2018,10,2018,Tactical,1572888,16868,52103,319,3943,2116,22,93.25,1
644,10-2018,10,2018,Racing,4468647,225387,126562,1088,39537,6012,300,314.85,6
645,10-2018,10,2018,Arcade,1498025,121340,20354,654,23973,2016,163,12.35,1
646,10-2018,10,2018,Indie,2671432,194044,47420,490,33006,3594,260,198.62,3
647,10-2018,10,2018,Hack and slash/Beat 'em up,1160818,110973,40806,530,25618,1562,149,10.46,1
648,10-2018,10,2018,Adventure,4535394,229071,207908,1327,49445,6099,304,910.18,10
649,10-2018,10,2018,Pinball,1105298,29532,37438,165,3231,1487,39,37.43,1
650,10-2018,10,2018,Music,1124051,141518,14284,365,31238,1512,189,19.53,2
651,10-2018,10,2018,Point-and-click,486805,32460,7022,83,3718,655,43,15.0,1
652,10-2018,10,2018,nan,482394,77523,7136,375,26748,649,104,6.22,1
653,11-2018,11,2018,Shooter,288177687,14044394,3343067,63284,1928552,400782,19511,1650.6900000000005,40
654,11-2018,11,2018,Role-playing (RPG),164286305,8621667,2010136,42718,1025933,228469,11973,1738.3599999999997,47
655,11-2018,11,2018,Strategy,201290459,7901128,1929208,39921,934882,279953,10983,958.9100000000001,11
656,11-2018,11,2018,MOBA,88847638,1798520,1212327,5302,177949,123570,2501,95.93,2
657,11-2018,11,2018,Card & Board Game,18458730,57314,77569,152,2604,25672,79,322.06,1
658,11-2018,11,2018,Sport,23632870,656589,348137,2281,125042,32867,911,89.24,3
659,11-2018,11,2018,Simulator,30227750,1225861,607424,4852,167094,42030,1694,1938.8100000000004,21
660,11-2018,11,2018,Fighting,9776840,253534,371142,1401,48512,13592,347,658.1700000000001,11
661,11-2018,11,2018,Platform,5425159,265574,182333,1872,46361,7541,364,815.13,9
662,11-2018,11,2018,Adventure,3258791,200197,124914,2731,35233,4531,277,1576.2,4
663,11-2018,11,2018,Pinball,1514619,32065,40213,184,3289,2106,44,47.24,1
664,11-2018,11,2018,Indie,2838055,188875,50210,489,31694,3946,261,167.53,3
665,11-2018,11,2018,Racing,3526015,143956,195128,674,26394,4901,198,274.90000000000003,6
666,11-2018,11,2018,Real Time Strategy (RTS),4227566,98791,86983,416,11064,5877,134,286.05,6
667,11-2018,11,2018,Music,1590691,142933,28803,419,32802,2212,197,127.18,3
668,11-2018,11,2018,Puzzle,3910735,150434,100088,780,23812,5436,205,356.63,8
669,11-2018,11,2018,nan,974922,33852,24962,370,9249,1355,46,4086.21,2
670,11-2018,11,2018,Point-and-click,1230149,62989,53258,1208,6513,1709,86,156.84,3
671,11-2018,11,2018,Hack and slash/Beat 'em up,398076,62722,9261,302,15346,553,87,6.35,1
672,12-2018,12,2018,Shooter,249735424,16187033,2117254,46733,2079093,336096,21767,999.03,41
673,12-2018,12,2018,Role-playing (RPG),205809204,11359101,1641701,34107,1260181,276976,15266,1857.2900000000002,46
674,12-2018,12,2018,Strategy,206519789,10476375,1175947,27358,1167357,277949,14095,568.4399999999999,10
675,12-2018,12,2018,MOBA,75090522,1872662,357537,3788,186069,101063,2520,68.26,2
676,12-2018,12,2018,Fighting,33335499,546376,486991,4512,71022,44860,731,499.28000000000003,10
677,12-2018,12,2018,Sport,20652808,725919,266287,2294,138043,27796,976,72.48,3
678,12-2018,12,2018,Simulator,37150714,1468110,598696,4965,196031,49990,1966,1143.8700000000003,20
679,12-2018,12,2018,Card & Board Game,9068058,51074,123145,249,2424,12204,67,326.36,2
680,12-2018,12,2018,Racing,3339604,145616,108739,563,21531,4493,194,114.24,4
681,12-2018,12,2018,Indie,3701276,312055,76796,948,58381,4980,419,106.55000000000001,4
682,12-2018,12,2018,Pinball,1331742,30082,37470,178,3225,1792,40,44.27,1
683,12-2018,12,2018,Adventure,1438530,176605,26186,734,40419,1935,237,15.52,2
684,12-2018,12,2018,Music,1691546,167307,62502,444,39558,2275,224,140.82999999999998,3
685,12-2018,12,2018,Puzzle,3581897,142121,87941,572,20341,4817,187,265.69,6
686,12-2018,12,2018,Platform,5353235,260169,177010,997,53657,7199,345,406.07,12
687,12-2018,12,2018,Real Time Strategy (RTS),3600490,113006,112280,467,13741,4842,149,260.59,8
688,12-2018,12,2018,nan,539769,18683,44705,77,4521,726,25,28.89,1
689,12-2018,12,2018,Hack and slash/Beat 'em up,413783,69375,6342,288,17393,556,93,5.96,1
690,12-2018,12,2018,Point-and-click,413399,32362,16432,85,3809,556,43,12.77,1
691,1-2019,1,2019,Shooter,279142259,18620327,2975865,89556,2125837,375678,25037,956.2399999999999,42
692,1-2019,1,2019,Role-playing (RPG),227233292,13207183,3033695,72888,1308161,305808,17751,2435.56,47
693,1-2019,1,2019,Strategy,212003441,11282333,1327104,59239,1117736,285329,15179,630.84,11
694,1-2019,1,2019,MOBA,101011543,2332016,408839,6284,205677,135950,3138,67.57,2
695,1-2019,1,2019,Sport,23400988,821632,378188,2807,148565,31493,1105,71.23,3
696,1-2019,1,2019,Simulator,50905941,1885379,542304,5856,246244,68506,2530,904.6299999999999,15
697,1-2019,1,2019,Adventure,22754772,503136,717352,3027,66671,30623,674,436.31,7
698,1-2019,1,2019,Fighting,16695143,405155,519332,1846,61434,22466,541,1205.53,10
699,1-2019,1,2019,Racing,3943586,202562,312720,1076,33464,5305,270,3061.37,6
700,1-2019,1,2019,Indie,2341193,216711,91495,518,34581,3150,290,25.13,2
701,1-2019,1,2019,Pinball,1406847,36098,41094,195,3660,1893,48,38.97,1
702,1-2019,1,2019,nan,1211549,607,29099,8,86,1630,0,1995.96,1
703,1-2019,1,2019,Puzzle,4583323,153981,388440,561,19515,6166,205,5805.24,6
704,1-2019,1,2019,Platform,9262838,298328,1322133,1006,51511,12459,394,1488.46,15
705,1-2019,1,2019,Music,1687179,187504,78695,490,41420,2269,250,124.69,3
706,1-2019,1,2019,Point-and-click,1014278,44466,159259,119,5391,1364,59,77.55,2
707,1-2019,1,2019,Real Time Strategy (RTS),2232423,81429,26723,262,8818,3002,107,151.86,5
708,1-2019,1,2019,Card & Board Game,514801,4436,7755,33,317,692,5,116.05,1
709,1-2019,1,2019,Arcade,357541,3906,185209,23,718,481,5,91.54,1
710,2-2019,2,2019,Shooter,363548812,18902403,3513399,116301,2353914,541783,28149,909.2500000000001,43
711,2-2019,2,2019,MOBA,146616177,2368339,668078,6285,217882,218502,3528,170.87,3
712,2-2019,2,2019,Strategy,82068086,1252339,535638,3752,125205,122302,1860,758.81,10
713,2-2019,2,2019,Role-playing (RPG),63009452,2213850,882122,9790,223967,93882,3278,1664.3599999999997,42
714,2-2019,2,2019,Adventure,23456583,758765,275326,3225,61599,34955,1129,143.01,4
715,2-2019,2,2019,Sport,15576709,631920,182022,2428,119461,23212,940,65.21000000000001,3
716,2-2019,2,2019,Fighting,16297354,406669,568453,2041,73676,24282,601,501.55999999999995,10
717,2-2019,2,2019,Simulator,30483215,1404489,546279,5464,188501,45419,2086,621.1800000000001,18
718,2-2019,2,2019,Puzzle,6808048,156057,202459,1290,23991,10143,230,591.97,8
719,2-2019,2,2019,Pinball,1701716,36687,56390,210,3764,2536,54,46.38,1
720,2-2019,2,2019,Racing,2698092,137129,60804,709,18808,4018,203,92.72999999999999,4
721,2-2019,2,2019,Indie,2549714,202381,53497,558,33360,3799,300,131.12,3
722,2-2019,2,2019,Platform,5754145,243932,151495,1008,41132,8569,358,421.01,11
723,2-2019,2,2019,Music,1639015,163972,31184,496,37936,2441,244,109.56,3
724,2-2019,2,2019,Real Time Strategy (RTS),2694014,86465,62163,368,10313,4012,126,235.54,7
725,2-2019,2,2019,Point-and-click,611378,35224,5326,134,3834,911,52,17.36,1
726,3-2019,3,2019,MOBA,110372988,2039128,383297,4137,179144,148550,2744,81.07,2
727,3-2019,3,2019,Shooter,350307202,19110656,3307587,59501,2291272,471455,25697,1002.27,42
728,3-2019,3,2019,Role-playing (RPG),164752824,10751725,1176208,33308,1117793,221718,14447,1463.79,44
729,3-2019,3,2019,Strategy,193617969,9782435,1205507,27233,1026407,260585,13161,582.65,10
730,3-2019,3,2019,Hack and slash/Beat 'em up,32367496,733914,437270,7405,115811,43562,987,126.96000000000001,3
731,3-2019,3,2019,Adventure,29282840,529715,392001,4916,86453,39410,710,589.28,5
732,3-2019,3,2019,Sport,17358926,673491,365624,2530,128040,23361,905,139.54000000000002,4
733,3-2019,3,2019,Simulator,32426401,1696727,406517,6111,219906,43631,2273,533.7700000000001,19
734,3-2019,3,2019,Fighting,13587548,357186,293831,1484,53270,18282,477,497.33000000000004,10
735,3-2019,3,2019,Platform,8094023,275631,176617,929,43780,10889,367,547.27,10
736,3-2019,3,2019,Pinball,1764327,43859,64017,221,4239,2374,59,40.23,1
737,3-2019,3,2019,Indie,3049875,241083,74282,621,38831,4103,323,85.74,3
738,3-2019,3,2019,Racing,3176652,161240,58709,871,20990,4273,215,201.96,5
739,3-2019,3,2019,Puzzle,4273439,145483,190208,623,22209,5748,193,354.31000000000006,8
740,3-2019,3,2019,Music,2201877,215066,57389,698,47863,2962,288,83.21,4
741,3-2019,3,2019,Real Time Strategy (RTS),2936026,86184,47520,308,9688,3948,112,238.03,6
742,3-2019,3,2019,Point-and-click,950774,42552,31119,268,6687,1279,56,72.96,2
743,4-2019,4,2019,Shooter,329370560,16153722,2371263,52030,2072473,458077,22447,1135.87,41
744,4-2019,4,2019,Role-playing (RPG),154707183,9642352,1026866,29083,1095641,215151,13391,1325.47,41
745,4-2019,4,2019,Strategy,194801908,9004120,1099822,27087,1032411,270929,12519,678.0800000000002,11
746,4-2019,4,2019,MOBA,94229878,2057549,565030,4202,180179,131056,2861,69.63,2
747,4-2019,4,2019,Hack and slash/Beat 'em up,13069592,405135,106809,1668,73230,18176,562,42.910000000000004,2
748,4-2019,4,2019,Adventure,14477376,387341,150548,1570,66274,20133,537,482.66,4
749,4-2019,4,2019,Sport,18408077,634523,291247,2177,126891,25600,880,127.46,4
750,4-2019,4,2019,Simulator,32562995,1553570,563732,6546,215785,45281,2151,892.28,18
751,4-2019,4,2019,Fighting,18391140,523237,578180,4184,91868,25573,725,600.62,11
752,4-2019,4,2019,Indie,3274606,232124,56886,577,37796,4553,322,91.05000000000001,3
753,4-2019,4,2019,Pinball,1873547,39050,66686,219,4047,2605,54,47.98,1
754,4-2019,4,2019,Puzzle,5024824,160069,128200,696,25509,6985,219,324.1,8
755,4-2019,4,2019,Racing,4393487,180233,122545,702,28375,6107,248,477.9,7
756,4-2019,4,2019,Music,2768764,215317,113345,637,49803,3848,299,144.77999999999997,4
757,4-2019,4,2019,Platform,6940427,269831,171884,932,45141,9647,370,636.4,12
758,4-2019,4,2019,Point-and-click,779747,33502,6333,82,3741,1084,46,23.27,1
759,4-2019,4,2019,Real Time Strategy (RTS),3204840,76403,76894,522,8888,4454,104,239.79,5
760,4-2019,4,2019,nan,361016,20614,26566,105,4734,502,28,17.51,1
761,5-2019,5,2019,Shooter,305500868,14360805,2860858,73346,1874469,411153,19307,3181.329999999999,42
762,5-2019,5,2019,Role-playing (RPG),194557120,9389637,1366016,62689,1136002,261831,12615,1575.97,44
763,5-2019,5,2019,Strategy,209019743,7962645,1341206,55235,964488,281313,10710,798.75,12
764,5-2019,5,2019,MOBA,104763826,2203517,838871,4271,189055,141000,2965,71.5,2
765,5-2019,5,2019,Sport,21644041,673254,448015,2402,134294,29126,904,417.16999999999996,6
766,5-2019,5,2019,Simulator,34333590,1729341,534858,5977,247055,46202,2318,958.3999999999999,19
767,5-2019,5,2019,Adventure,11382311,589773,192445,1811,100368,15318,792,623.08,4
768,5-2019,5,2019,Fighting,21016016,627270,413832,2229,105176,28279,837,544.73,11
769,5-2019,5,2019,Hack and slash/Beat 'em up,8307879,273947,77943,830,49122,11180,367,58.03,2
770,5-2019,5,2019,Indie,8591778,413995,70491,1099,65577,11562,556,57.96,3
771,5-2019,5,2019,Real Time Strategy (RTS),8523161,127596,119947,820,14622,11468,168,319.59000000000003,6
772,5-2019,5,2019,Racing,6772501,157788,168005,763,21512,9112,209,605.23,6
773,5-2019,5,2019,Pinball,2303593,39214,65819,196,4033,3100,52,58.74,1
774,5-2019,5,2019,Platform,7405481,227248,207767,825,41448,9963,303,1033.75,10
775,5-2019,5,2019,Music,2134158,217966,34198,595,50098,2871,293,36.79,3
776,5-2019,5,2019,Puzzle,4501932,144358,183571,623,23442,6055,192,392.54,8
777,5-2019,5,2019,Point-and-click,749909,33305,10320,80,3681,1009,44,22.52,1
778,6-2019,6,2019,Shooter,285726403,13281030,3061397,40494,1668153,397371,18450,1392.8499999999997,43
779,6-2019,6,2019,Role-playing (RPG),183484488,8535217,2699211,26986,974637,255172,11850,2113.71,45
780,6-2019,6,2019,Strategy,204513475,6996861,1473281,20762,815001,284434,9727,817.4499999999999,11
781,6-2019,6,2019,MOBA,90680756,2058009,323977,4082,191026,126119,2862,65.15,2
782,6-2019,6,2019,Simulator,35211225,1635383,463710,4685,243206,48967,2268,440.09,12
783,6-2019,6,2019,Adventure,20978693,750546,411069,2072,125352,29176,1041,512.05,5
784,6-2019,6,2019,Sport,18206814,604695,597913,2186,118029,25318,837,2335.34,7
785,6-2019,6,2019,Platform,15442227,394556,876755,2778,61691,21470,542,1494.31,14
786,6-2019,6,2019,Real Time Strategy (RTS),8899005,159089,239771,677,16843,12373,216,406.59000000000003,8
787,6-2019,6,2019,Fighting,13151407,335975,391661,1216,56888,18287,462,487.2899999999999,9
788,6-2019,6,2019,Racing,7887015,239798,300769,2445,51066,10965,330,555.49,10
789,6-2019,6,2019,Pinball,1755389,41256,58233,204,4116,2441,57,42.55,1
790,6-2019,6,2019,Indie,1398834,85184,7863,199,6303,1945,118,16.42,1
791,6-2019,6,2019,Music,3597189,227736,105861,830,51774,5001,315,113.16,4
792,6-2019,6,2019,nan,927567,51258,30187,268,9418,1290,71,18.1,1
793,6-2019,6,2019,Hack and slash/Beat 'em up,909840,44000,13834,127,10203,1265,61,20.68,1
794,6-2019,6,2019,Puzzle,3598856,119938,396329,549,16766,5002,162,1566.06,8
795,6-2019,6,2019,Point-and-click,497661,30146,9376,87,3228,692,41,16.51,1
796,7-2019,7,2019,Shooter,311224269,13942721,3747852,72316,1672582,418854,18743,1144.94,45
797,7-2019,7,2019,Role-playing (RPG),178905269,8139017,2114604,56055,856493,240767,10930,2701.9300000000003,45
798,7-2019,7,2019,Strategy,221431785,7551354,2092592,52155,805720,298018,10158,597.2800000000001,11
799,7-2019,7,2019,MOBA,69621875,1869885,286530,3553,185951,93703,2516,59.09,2
800,7-2019,7,2019,Simulator,40222321,2118117,541738,5348,303768,54125,2839,1104.23,19
801,7-2019,7,2019,Adventure,20833155,1175510,231851,2790,189742,28037,1579,282.36,6
802,7-2019,7,2019,Platform,20732465,482921,182887,1562,64290,27901,646,219.23000000000002,8
803,7-2019,7,2019,Sport,10534331,514255,242436,2257,103135,14176,690,95.97999999999999,4
804,7-2019,7,2019,Real Time Strategy (RTS),6225752,114299,86641,369,12069,8375,150,336.20000000000005,7
805,7-2019,7,2019,Fighting,9965125,326992,224045,1517,50997,13406,435,384.55000000000007,11
806,7-2019,7,2019,Indie,2525664,226692,15613,498,35585,3399,304,25.33,2
807,7-2019,7,2019,Pinball,1368061,40079,61109,206,3972,1841,53,34.13,1
808,7-2019,7,2019,Puzzle,3295394,107552,80057,415,24063,4431,142,274.82,6
809,7-2019,7,2019,Music,2205137,214574,56164,531,46331,2966,287,116.34,4
810,7-2019,7,2019,Racing,4494542,187506,124607,982,30626,6047,249,293.55,6
811,7-2019,7,2019,Point-and-click,622635,30301,9020,93,3105,838,40,20.55,1
812,7-2019,7,2019,Hack and slash/Beat 'em up,476579,34548,21906,86,7178,641,46,13.79,1
813,7-2019,7,2019,nan,367087,31796,13085,102,7172,494,42,11.55,1
814,8-2019,8,2019,Shooter,320763084,13426515,2968997,39693,1620945,431695,18054,869.8699999999999,38
815,8-2019,8,2019,Role-playing (RPG),202689403,8645441,2401960,40503,889493,272777,11611,2008.5000000000002,44
816,8-2019,8,2019,Strategy,222296677,6848351,1762520,19138,750520,299181,9209,1123.3499999999997,15
817,8-2019,8,2019,MOBA,87403878,2049051,464792,5423,194211,117636,2756,61.900000000000006,2
818,8-2019,8,2019,Simulator,51504205,2310875,526219,6209,325959,69314,3102,532.84,16
819,8-2019,8,2019,Adventure,40187211,1449665,647075,5557,241489,54082,1944,744.5200000000001,12
820,8-2019,8,2019,Platform,10049188,323969,84233,901,43711,13522,432,163.10999999999999,6
821,8-2019,8,2019,Fighting,16886285,327767,1196132,1275,52133,22722,437,700.82,11
822,8-2019,8,2019,Sport,11341113,637724,255979,1992,111803,15263,857,80.61,4
823,8-2019,8,2019,Pinball,1864210,40653,57307,194,3971,2509,54,45.86,1
824,8-2019,8,2019,Indie,2515456,233347,13733,522,36745,3384,313,24.439999999999998,2
825,8-2019,8,2019,Racing,2637984,144735,66819,630,19824,3548,193,81.92,4
826,8-2019,8,2019,Music,2001714,211616,51405,510,46275,2693,283,40.08,3
827,8-2019,8,2019,Point-and-click,1543898,35230,30323,126,3722,2077,47,169.19,2
828,8-2019,8,2019,Puzzle,3701541,125452,130176,514,19916,4978,165,526.9300000000001,8
829,8-2019,8,2019,Hack and slash/Beat 'em up,1161649,38747,46706,462,8452,1562,51,68.93,2
830,8-2019,8,2019,Real Time Strategy (RTS),3316818,106498,94124,380,12726,4460,139,373.80999999999995,8
831,8-2019,8,2019,nan,289859,6025,25733,135,1301,390,8,48.11,1
832,9-2019,9,2019,Role-playing (RPG),202173923,7498983,1642520,27308,714518,281161,10406,1806.7399999999996,49
833,9-2019,9,2019,Adventure,120945027,3523380,737623,13331,338901,168209,4896,299.54,9
834,9-2019,9,2019,MOBA,104523725,2481977,782427,5854,221968,145372,3450,116.5,3
835,9-2019,9,2019,Shooter,257019679,11362913,2797380,45686,1435061,357452,15788,726.3799999999999,35
836,9-2019,9,2019,Strategy,68273695,1035276,471054,3012,110971,94949,1436,837.3000000000001,11
837,9-2019,9,2019,Simulator,50251902,2241485,561450,9818,308565,69883,3109,546.5500000000001,17
838,9-2019,9,2019,Sport,25167631,672782,414636,3792,120847,35002,933,154.43,5
839,9-2019,9,2019,Fighting,9482305,258878,174692,1409,39729,13183,355,383.87,8
840,9-2019,9,2019,Platform,8377351,281170,291803,1288,42808,11645,385,568.39,11
841,9-2019,9,2019,Indie,2683130,222194,63921,639,36588,3729,307,76.4,3
842,9-2019,9,2019,Pinball,1284940,38207,59554,208,3886,1787,53,33.63,1
843,9-2019,9,2019,Puzzle,4942814,133959,120070,677,19362,6868,182,642.34,10
844,9-2019,9,2019,Real Time Strategy (RTS),3893718,100453,122789,406,11082,5413,136,342.21,8
845,9-2019,9,2019,Music,1869590,194533,62133,578,42199,2598,269,39.269999999999996,3
846,9-2019,9,2019,Hack and slash/Beat 'em up,1372435,51926,86995,296,8090,1908,71,52.150000000000006,2
847,9-2019,9,2019,Racing,2599824,132538,163683,589,18511,3613,183,173.74,5
848,9-2019,9,2019,Point-and-click,1308723,32645,23143,126,3207,1819,45,132.23,2
849,10-2019,10,2019,MOBA,127264086,2267900,1122406,6095,201041,171283,3052,82.37,2
850,10-2019,10,2019,Shooter,283150245,12770057,3924413,89972,1529034,381069,17165,1058.39,41
851,10-2019,10,2019,Role-playing (RPG),153889900,6536524,2363234,51531,652700,207096,8776,1923.32,42
852,10-2019,10,2019,Strategy,159785540,5030900,2462497,46978,555829,215048,6763,977.7199999999998,13
853,10-2019,10,2019,Sport,33931408,839115,279301,2821,119759,45666,1127,142.52,4
854,10-2019,10,2019,Simulator,35279162,1721075,408257,5862,223573,47476,2310,893.4599999999999,12
855,10-2019,10,2019,Adventure,22261035,908884,426503,4363,154311,29955,1219,534.97,12
856,10-2019,10,2019,Platform,8614647,220008,144384,1069,30858,11588,293,516.2600000000001,9
857,10-2019,10,2019,Fighting,10003886,216779,207956,757,30290,13460,289,456.26,7
858,10-2019,10,2019,Indie,3352468,230930,79981,624,36559,4511,308,290.89,4
859,10-2019,10,2019,Pinball,1342951,39154,52633,198,3776,1807,52,34.3,1
860,10-2019,10,2019,Puzzle,6759212,123896,207445,866,19044,9092,162,1118.3400000000001,11
861,10-2019,10,2019,Music,1633846,193656,38104,541,40763,2198,259,31.16,3
862,10-2019,10,2019,Point-and-click,1623479,33753,64872,113,4062,2183,44,313.6,3
863,10-2019,10,2019,Racing,1869379,139725,43411,713,15858,2514,187,50.269999999999996,3
864,10-2019,10,2019,Real Time Strategy (RTS),3121799,76498,67527,246,7682,4198,100,285.34999999999997,6
865,10-2019,10,2019,nan,325353,22064,36055,120,5613,437,29,14.75,1
866,11-2019,11,2019,MOBA,96888086,2190071,1788250,4669,205928,134753,3045,67.58,2
867,11-2019,11,2019,Shooter,250181395,11531657,2319658,35964,1439407,347936,16017,763.8099999999998,37
868,11-2019,11,2019,Role-playing (RPG),124869892,5686355,1429125,19018,623488,173652,7887,9424.0,43
869,11-2019,11,2019,Strategy,144171918,4649002,1117202,15075,549731,200511,6460,899.03,13
870,11-2019,11,2019,Sport,29603441,709300,351748,2396,111782,41171,985,280.71,4
871,11-2019,11,2019,Simulator,44778153,1778130,594857,6895,228317,62268,2465,2199.26,20
872,11-2019,11,2019,Adventure,34147242,1057355,529863,6117,169111,47489,1467,537.74,8
873,11-2019,11,2019,Platform,5373257,176536,105606,589,24554,7472,243,458.31,6
874,11-2019,11,2019,Fighting,10672887,275105,320834,1474,41926,14838,378,715.2500000000001,11
875,11-2019,11,2019,Real Time Strategy (RTS),6183044,100939,202449,482,12216,8596,136,473.51,8
876,11-2019,11,2019,Indie,3341340,215004,73167,543,33838,4646,297,87.89,3
877,11-2019,11,2019,Pinball,1968176,38717,68207,232,3874,2737,53,50.83,1
878,11-2019,11,2019,Music,2045966,188008,65489,535,40518,2844,259,104.47,4
879,11-2019,11,2019,Racing,2040173,135180,112311,557,18578,2836,185,79.53,4
880,11-2019,11,2019,nan,668295,286,5862,3,12,929,0,2336.7,1
881,11-2019,11,2019,Puzzle,4401290,125362,215719,1062,21086,6115,169,1111.24,11
882,11-2019,11,2019,Point-and-click,771242,27157,28002,96,2661,1072,37,484.57000000000005,2
883,11-2019,11,2019,Hack and slash/Beat 'em up,338892,19094,22467,88,4834,471,26,17.75,1
884,11-2019,11,2019,Card & Board Game,331102,3518,6844,16,300,460,4,94.12,1
885,12-2019,12,2019,MOBA,80524007,2372389,249682,6558,218267,108376,3192,61.83,2
886,12-2019,12,2019,Shooter,244121701,11820913,2584964,62195,1568657,328544,15893,965.8300000000002,39
887,12-2019,12,2019,Role-playing (RPG),139122838,6333565,1674303,46298,698926,187224,8504,1565.4100000000003,42
888,12-2019,12,2019,Strategy,151972221,4980278,1620354,39210,585622,204531,6696,942.4900000000001,14
889,12-2019,12,2019,Sport,25311399,772226,511828,2619,130160,34065,1038,88.01,3
890,12-2019,12,2019,Simulator,44911527,1974231,723654,5742,284818,60435,2648,1342.66,20
891,12-2019,12,2019,Adventure,28078867,1013502,396186,3058,192622,37786,1359,708.36,10
892,12-2019,12,2019,Platform,14393303,352646,230019,1244,60618,19366,468,2373.2699999999995,11
893,12-2019,12,2019,Fighting,13514245,296523,384442,1140,42926,18183,395,515.98,10
894,12-2019,12,2019,Real Time Strategy (RTS),6130630,127610,157327,459,14504,8246,167,412.45,9
895,12-2019,12,2019,Indie,2692999,102107,45474,289,10191,3623,137,84.36,2
896,12-2019,12,2019,Hack and slash/Beat 'em up,1455485,46758,28414,125,10037,1958,62,31.13,1
897,12-2019,12,2019,Racing,3929092,208131,124823,809,33910,5286,278,111.5,5
898,12-2019,12,2019,Pinball,1281861,32615,58134,181,3497,1725,43,39.3,1
899,12-2019,12,2019,Music,2210666,194933,67489,530,44548,2973,261,52.15,3
900,12-2019,12,2019,Arcade,915358,26422,41848,98,6030,1231,35,34.64,1
901,12-2019,12,2019,Puzzle,3213534,134985,100677,668,21922,4322,178,1293.46,7
